0 	 1
0.1 	 0.995004
0.2 	 0.980067
0.3 	 0.955336
0.4 	 0.921061
0.5 	 0.877583
0.6 	 0.825336
0.7 	 0.764842
0.8 	 0.696707
0.9 	 0.62161
1 	 0.540302
1.1 	 0.453596
1.2 	 0.362358
1.3 	 0.267499
1.4 	 0.169967
1.5 	 0.0707372
1.6 	 -0.0291995
1.7 	 -0.128844
1.8 	 -0.227202
1.9 	 -0.32329
2 	 -0.416147
2.1 	 -0.504846
2.2 	 -0.588501
2.3 	 -0.666276
2.4 	 -0.737394
2.5 	 -0.801144
2.6 	 -0.856889
2.7 	 -0.904072
2.8 	 -0.942222
2.9 	 -0.970958
3 	 -0.989992
3.1 	 -0.999135
3.2 	 -0.998295
3.3 	 -0.98748
3.4 	 -0.966798
3.5 	 -0.936457
3.6 	 -0.896758
3.7 	 -0.8481
3.8 	 -0.790968
3.9 	 -0.725932
4 	 -0.653644
4.1 	 -0.574824
4.2 	 -0.490261
4.3 	 -0.400799
4.4 	 -0.307333
4.5 	 -0.210796
4.6 	 -0.112153
4.7 	 -0.0123887
4.8 	 0.087499
4.9 	 0.186512
5 	 0.283662
5.1 	 0.377978
5.2 	 0.468517
5.3 	 0.554374
5.4 	 0.634693
5.5 	 0.70867
5.6 	 0.775566
5.7 	 0.834713
5.8 	 0.88552
5.9 	 0.927478
6 	 0.96017
6.1 	 0.983268
6.2 	 0.996542
6.3 	 0.999859
6.4 	 0.993185
6.5 	 0.976588
6.6 	 0.950233
6.7 	 0.914383
6.8 	 0.869397
6.9 	 0.815725
7 	 0.753902
